"分区","name / Fin Type","code / Code","thicknessMm / Fin Gage (mm)","widthMm / Fin Width (mm)","heightPreBrazingMm / Fin Height Pre-Brazing (mm)","brazingChangeMm / Change During Brazing (mm)","heightPostBrazingMm / Fin Height Post-Brazing (mm)","finPitchMm / Fin Pitch (mm)","finPitchRangeMm / Range of  fin  pitch     (Just for sample) (mm)","rMm / R (mm)","louverLengthFullMm / Louver Length (Full) (mm)","louverLengthOverallMm / Louver Length (Overall) (mm)","louverPitchMm / Louver Pitch (mm)","louverAngleDeg / Louver Angle (°)","louverCount / Louver Number","drawing / Drawing #for mold &Revison","oldDrawing / Old Drawing #&Revison","status / Status","moldCount / Count of mold (ul)","material / Material","clad / Clad","weightPerLengthGm / Weight Per Unit Length (g/m)","product / Product  Where Used","processStatus / Process status","sourceColumnY / 未标注表头","sourceColumnZ / 未标注表头","sourceColumnAA / 未标注表头","stockWidthMm / 料宽 (mm)","sourceColumnE / 未标注表头","sourceColumnF / 未标注表头","sourceColumnG / 未标注表头","sourceColumnJ / 未标注表头","sourceColumnK / 未标注表头","slotLengthMm / 扁槽长度 (mm)","sourceColumnM / 未标注表头","slotPitchMm / 槽间距 (mm)","slotWidthMm / 扁槽宽度 (mm)","来源区域","待核对项"
"主表","B308","390084","0.09","20.6","13.03","0.03","13","3","3-3.2","≤0.45","10.0 ","11.0 ","1.5","45","12","","","Available","","AA3003Mod-H14SR","","16.10 ","","","研发刀具","常规","","","","","","","","","","","","Fin!A48:AA48","I48: Range of  fin  pitch     (Just for sample) 原文为 ""3-3.2""，不能作为单一数值使用；J48: R 原文为 ""≤0.45""，不能作为单一数值使用；Y48: 本分区该列没有表头，保留原值，未猜测字段含义；Z48: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B312","310312","0.08","20.6","6.53","0.03","6.5","1.4","1.3~1.5","≤0.45","4.5 ","5.6 ","1.1","50","16","B3x-M001 Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","34.50 ","","","研发刀具","常规","","","","","","","","","","","","Fin!A49:AA49","I49: Range of  fin  pitch     (Just for sample) 原文为 ""1.3~1.5""，不能作为单一数值使用；J49: R 原文为 ""≤0.45""，不能作为单一数值使用；Y49: 本分区该列没有表头，保留原值，未猜测字段含义；Z49: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B313","310313","0.1","20.6","8.13","0.03","8.1","1.4","","平顶","","","","","","","","Available","","AA3003Mod-H15SR","(AA4343)10±3% for each side","34.50 ","","","研发刀具","不开窗","","","","","","","","","","","","Fin!A50:AA50","I50: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J50: R 原文为 ""平顶""，不能作为单一数值使用；K50: Louver Length (Full) 原文为 空白，不能作为单一数值使用；L50: Louver Length (Overall) 原文为 空白，不能作为单一数值使用；M50: Louver Pitch 原文为 空白，不能作为单一数值使用；N50: Louver Angle 原文为 空白，不能作为单一数值使用；O50: Louver Number 原文为 空白，不能作为单一数值使用；Y50: 本分区该列没有表头，保留原值，未猜测字段含义；Z50: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B315","313015","0.1","20.6","8.13","0.03","8.1","1.1","","≤0.45","","7","1.1","27","16","B315-M001","","Available","","AA3003Mod-H15SR","(AA4343)10±3% for each side","43.91 ","2G20加厚","","研发刀具","常规","","","","","","","","","","","","Fin!A51:AA51","I51: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J51: R 原文为 ""≤0.45""，不能作为单一数值使用；K51: Louver Length (Full) 原文为 空白，不能作为单一数值使用；Y51: 本分区该列没有表头，保留原值，未猜测字段含义；Z51: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B42","314020","0.08","25.4","8.13","0.03","8.1","1.1","1.1~1.2","≤0.45","5.8 ","7","1.1","27","20","B42-M001  Rev.S0","B13-0000  Rev.S2","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","54.14 ","2G25","OK","批量","常规","","","","","","","","","","","","Fin!A52:AA52","I52: Range of  fin  pitch     (Just for sample) 原文为 ""1.1~1.2""，不能作为单一数值使用；J52: R 原文为 ""≤0.45""，不能作为单一数值使用；Y52: 本分区该列没有表头，保留原值，未猜测字段含义；Z52: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B43","314030","0.08","25.4","8.13","0.03","8.1","1.6","1.5~1.7","≤0.45","5.8 ","7","1.4","40","16","B43-M001  Rev.S0","B14-0000  Rev.S1","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","37.22 ","E125","OK","研发刀具","常规","","","","","","","","","","","","Fin!A53:AA53","I53: Range of  fin  pitch     (Just for sample) 原文为 ""1.5~1.7""，不能作为单一数值使用；J53: R 原文为 ""≤0.45""，不能作为单一数值使用；Y53: 本分区该列没有表头，保留原值，未猜测字段含义；Z53: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B43E","314035","0.08","25.4","8.13","0.03","8.1","1.2","1.1-1.4","≤0.45","5.8 ","7","1.4","40","16","B43-M001  Rev.S0","B14-0000  Rev.S1","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","49.63 ","E125","","研发刀具","常规","","","","","","","","","","","","Fin!A54:AA54","I54: Range of  fin  pitch     (Just for sample) 原文为 ""1.1-1.4""，不能作为单一数值使用；J54: R 原文为 ""≤0.45""，不能作为单一数值使用；Y54: 本分区该列没有表头，保留原值，未猜测字段含义；Z54: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B44","314040","0.08","25.4","8.13","0.03","8.1","1.6","1.5~1.7","≤0.45","5.8 ","7","1.1","40","20","B44-M001  Rev.S0","B16-0000  Rev.S1","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","37.22 ","E225","OK","批量","常规","1","","","","","","","","","","","Fin!A55:AA55","I55: Range of  fin  pitch     (Just for sample) 原文为 ""1.5~1.7""，不能作为单一数值使用；J55: R 原文为 ""≤0.45""，不能作为单一数值使用；Y55: 本分区该列没有表头，保留原值，未猜测字段含义；Z55: 本分区该列没有表头，保留原值，未猜测字段含义；AA55: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B45","314050","0.08","25.4","8.13","0.03","8.1","1.6","1.5~1.7","≤0.45","5.8 ","7","1.25","40","18","B45-M001  Rev.01","由B17-0000  Rev.00更改而来","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","37.22 ","E325","OK","批量","常规","","","","","","","","","","","","Fin!A56:AA56","I56: Range of  fin  pitch     (Just for sample) 原文为 ""1.5~1.7""，不能作为单一数值使用；J56: R 原文为 ""≤0.45""，不能作为单一数值使用；Y56: 本分区该列没有表头，保留原值，未猜测字段含义；Z56: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B47","390243","0.1","25.4","8.13","0.03","8.1","3","","0.3&0.8","6.20 ","7.2","1.6","45","14","B47-M001 Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","19.85 ","","OK","研发刀具","常规","","","","","","","","","","","","Fin!A57:AA57","I57: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J57: R 原文为 ""0.3&0.8""，不能作为单一数值使用；Y57: 本分区该列没有表头，保留原值，未猜测字段含义；Z57: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B49","314090","0.08","25.4","8.13","0.03","8.1","1.5","1.4~1.6","≤0.45","5.80 ","7","1.1","45","20","B49-M001  Rev.02","由B49-M001  Rev.01更改而来","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","39.71 ","","OK","研发刀具","常规","","","","","","","","","","","","Fin!A58:AA58","I58: Range of  fin  pitch     (Just for sample) 原文为 ""1.4~1.6""，不能作为单一数值使用；J58: R 原文为 ""≤0.45""，不能作为单一数值使用；Y58: 本分区该列没有表头，保留原值，未猜测字段含义；Z58: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B49A","","0.08","25.4","8.13","0.03","8.1","1.3","1.3-1.4","≤0.45","5.80 ","7","1.1","45","20","B49-M001  Rev.02","由B49-M001  Rev.01更改而来","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","45.81 ","","OK","研发刀具","常规","","","","","","","","","","","","Fin!A59:AA59","I59: Range of  fin  pitch     (Just for sample) 原文为 ""1.3-1.4""，不能作为单一数值使用；J59: R 原文为 ""≤0.45""，不能作为单一数值使用；Y59: 本分区该列没有表头，保留原值，未猜测字段含义；Z59: 本分区该列没有表头，保留原值，未猜测字段含义；B59: Code/ERP 空白或为说明文字；未补造编号，原文保留"
"主表","B49D","","0.08","25.4","8.13","0.03","8.1","1.8","1.7-1.9","≤0.45","5.80 ","7","1.1","45","20","B49-M001  Rev.02","由B49-M001  Rev.01更改而来","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","33.09 ","","OK","研发刀具","常规","","","","","","","","","","","","Fin!A60:AA60","I60: Range of  fin  pitch     (Just for sample) 原文为 ""1.7-1.9""，不能作为单一数值使用；J60: R 原文为 ""≤0.45""，不能作为单一数值使用；Y60: 本分区该列没有表头，保留原值，未猜测字段含义；Z60: 本分区该列没有表头，保留原值，未猜测字段含义；B60: Code/ERP 空白或为说明文字；未补造编号，原文保留"
"主表","B410","310410","0.08","25.4","7.62","0.02","7.6","1.6","","≤0.45","6.00 ","6.7","1.1","35","20","B410-M001  Rev.00","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","37.22 ","","","批量","常规","","","","","","","","","","","","Fin!A61:AA61","I61: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J61: R 原文为 ""≤0.45""，不能作为单一数值使用；Y61: 本分区该列没有表头，保留原值，未猜测字段含义；Z61: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B411","310411","0.08","25.4","7.02","0.02","7","1.5","","平顶","5.00 ","6","1.2","27","18","B411-M001  Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","39.71 ","","","批量","平顶","","","","","","","","","","","","Fin!A62:AA62","I62: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J62: R 原文为 ""平顶""，不能作为单一数值使用；Y62: 本分区该列没有表头，保留原值，未猜测字段含义；Z62: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B412","310412","0.1","25.4","8.13","0.03","8.1","5.9","  ","1.6","NA（不开窗）","","","","","B412-M001  Rev.S0","","Available","","MOP-B01","","10.09 ","","","研发刀具","不开窗","","","","","","","","","","","","Fin!A63:AA63","I63: Range of  fin  pitch     (Just for sample) 原文为 ""  ""，不能作为单一数值使用；K63: Louver Length (Full) 原文为 ""NA（不开窗）""，不能作为单一数值使用；L63: Louver Length (Overall) 原文为 空白，不能作为单一数值使用；M63: Louver Pitch 原文为 空白，不能作为单一数值使用；N63: Louver Angle 原文为 空白，不能作为单一数值使用；O63: Louver Number 原文为 空白，不能作为单一数值使用；Y63: 本分区该列没有表头，保留原值，未猜测字段含义；Z63: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B415","310415","0.08","25.4","7.83","0.03","7.8","1.494","","≤0.45","5.70 ","6.9","1.1","50","20","B410-M001  Rev.00","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","39.86 ","","OK","研发刀具","常规","","","","","","","","","","","","Fin!A64:AA64","I64: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J64: R 原文为 ""≤0.45""，不能作为单一数值使用；Y64: 本分区该列没有表头，保留原值，未猜测字段含义；Z64: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B416","310416","0.08","25.4","6.51","0.01","6.5","1.4","1.2~1.4","≤0.45","4.60 ","5.6","1.1","51","20","B4h-M001 Rev.S1","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","42.54 ","5G25","OK","研发刀具","常规","","","","","","","","","","","","Fin!A65:AA65","I65: Range of  fin  pitch     (Just for sample) 原文为 ""1.2~1.4""，不能作为单一数值使用；J65: R 原文为 ""≤0.45""，不能作为单一数值使用；Y65: 本分区该列没有表头，保留原值，未猜测字段含义；Z65: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B417","310417","0.09","25.4","8.15","0.05","8.1","1.4","1.3~1.5","≤0.45","5.8 ","7","1.1","40","20","B44-M001  Rev.S0","B16-0000  Rev.S1","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","42.54 ","5G25","OK","研发刀具","常规","","","","","","","","","","","","Fin!A66:AA66","I66: Range of  fin  pitch     (Just for sample) 原文为 ""1.3~1.5""，不能作为单一数值使用；J66: R 原文为 ""≤0.45""，不能作为单一数值使用；Y66: 本分区该列没有表头，保留原值，未猜测字段含义；Z66: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B419","390067","0.08","25.4","13.03","0.03","13","2","","≤0.45","10.00 ","11","1.1","45","20","","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","29.78 ","","","研发刀具","常规","","","","","","","","","","","","Fin!A67:AA67","I67: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J67: R 原文为 ""≤0.45""，不能作为单一数值使用；Y67: 本分区该列没有表头，保留原值，未猜测字段含义；Z67: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B420","310420","0.08","25.4","7.62","0.02","7.6","1.2","","≤0.45","5.5","6.3","1.14","30","18","B4r-M001  Rev.S0","","Available","","AA3003Mod-H15SR","(AA4343)10±3% for each side","49.63 ","","","研发刀具","常规","","","","","","","","","","","","Fin!A68:AA68","I68: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J68: R 原文为 ""≤0.45""，不能作为单一数值使用；Y68: 本分区该列没有表头，保留原值，未猜测字段含义；Z68: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B421","310421","0.08","25.4","8.13","0.02","8.1","1.4","","45","5.5","6.7 ","1.1","45","20","B421-M001","","Available","","AA3003Mod-H15SR","(AA4343)10±3% for each side","42.54 ","","","研发刀具","倒伏验证刀具","","","","","","","","","","","","Fin!A69:AA69","I69: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；Y69: 本分区该列没有表头，保留原值，未猜测字段含义；Z69: 本分区该列没有表头，保留原值，未猜测字段含义；F69: 焊前高度减焊后高度不等于原表钎焊变化量；三个原值均保留；J69: 原表 R 大于翅片宽度和焊前高度，需回查图纸；未改成猜测的小数"
"主表","B422","310422","0.08","25.4","6.53","0.03","6.5","1.4","1.3~1.5","≤0.45","4.8","5.6 ","1.1","50","20","B422M001  Rev.02","由B4f-M001  Rev.01更改而来","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","42.54 ","","","研发刀具","常规","","","","","","","","","","","","Fin!A70:AA70","I70: Range of  fin  pitch     (Just for sample) 原文为 ""1.3~1.5""，不能作为单一数值使用；J70: R 原文为 ""≤0.45""，不能作为单一数值使用；Y70: 本分区该列没有表头，保留原值，未猜测字段含义；Z70: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B423","390065-66","0.09","25.4","13.03","0.03","13","3","3~3.2","≤0.45","10","11.0 ","1.6","45","14","","","Available","","","","19.85 ","","","研发刀具","常规","","","","","","","","","","","","Fin!A71:AA71","I71: Range of  fin  pitch     (Just for sample) 原文为 ""3~3.2""，不能作为单一数值使用；J71: R 原文为 ""≤0.45""，不能作为单一数值使用；Y71: 本分区该列没有表头，保留原值，未猜测字段含义；Z71: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B424","390423-390425","0.1","23.5","7.02","0.02","7","1.7","","≤0.32","5","6.0 ","1.2","27","16","","","Available","","","","32.41 ","","","","","","","","","","","","","","","","Fin!A72:AA72","I72: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J72: R 原文为 ""≤0.32""，不能作为单一数值使用"
"主表","B4b","314110","0.08","25.4","8.13","0.03","8.1","1.6","1.5~1.7","≤0.45","5.80 ","7","1.85","45","12","B4b-M001  Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","37.22 ","H1252","OK","批量","常规","1","","","","","","","","","","","Fin!A73:AA73","I73: Range of  fin  pitch     (Just for sample) 原文为 ""1.5~1.7""，不能作为单一数值使用；J73: R 原文为 ""≤0.45""，不能作为单一数值使用；Y73: 本分区该列没有表头，保留原值，未猜测字段含义；Z73: 本分区该列没有表头，保留原值，未猜测字段含义；AA73: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B4e","314140","0.1","25.4","8.11","0.01","8.1","1.1","1.1~1.2","≤0.45","6.2 ","7","1.1","27","20","","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","54.14 ","","OK","批量","常规","","","","","","","","","","","","Fin!A74:AA74","I74: Range of  fin  pitch     (Just for sample) 原文为 ""1.1~1.2""，不能作为单一数值使用；J74: R 原文为 ""≤0.45""，不能作为单一数值使用；Y74: 本分区该列没有表头，保留原值，未猜测字段含义；Z74: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B4eB","","0.1","25.4","8.11","0.01","8.1","1.27","1.2-1.4","≤0.45","6.2 ","7","1.1","27","20","","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","46.90 ","","OK","批量","常规","","","","","","","","","","","","Fin!A75:AA75","I75: Range of  fin  pitch     (Just for sample) 原文为 ""1.2-1.4""，不能作为单一数值使用；J75: R 原文为 ""≤0.45""，不能作为单一数值使用；Y75: 本分区该列没有表头，保留原值，未猜测字段含义；Z75: 本分区该列没有表头，保留原值，未猜测字段含义；B75: Code/ERP 空白或为说明文字；未补造编号，原文保留"
"主表","B4f","314150","0.08","25.4","6.53","0.03","6.5","1.4","1.3~1.5","≤0.45","4.8 ","5.6","1.1","45","20","B4f-M001  Rev.02","由B4f-M001  Rev.01更改而来","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","42.54 ","","OK","批量","常规","1","","","","","","","","","","","Fin!A76:AA76","I76: Range of  fin  pitch     (Just for sample) 原文为 ""1.3~1.5""，不能作为单一数值使用；J76: R 原文为 ""≤0.45""，不能作为单一数值使用；Y76: 本分区该列没有表头，保留原值，未猜测字段含义；Z76: 本分区该列没有表头，保留原值，未猜测字段含义；AA76: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B4h","314170","0.08","25.4","6.51","0.01","6.5","1.1","1.1~1.2","≤0.45","4.8 ","5.6","1.1","27","20","B4h-M001 Rev.S1","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","54.14 ","5G25","OK","批量","常规","","","","","","","","","","","","Fin!A77:AA77","I77: Range of  fin  pitch     (Just for sample) 原文为 ""1.1~1.2""，不能作为单一数值使用；J77: R 原文为 ""≤0.45""，不能作为单一数值使用；Y77: 本分区该列没有表头，保留原值，未猜测字段含义；Z77: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B4hff","314174","0.07","25.4","6.51","0.01","6.5","1.1","1.1~1.2","≤0.45","4.8 ","5.6","1.1","27","20","B4h-M001 Rev.S1","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","54.14 ","5G25 非复合","OK","批量","常规","","","","","","","","","","","","Fin!A78:AA78","I78: Range of  fin  pitch     (Just for sample) 原文为 ""1.1~1.2""，不能作为单一数值使用；J78: R 原文为 ""≤0.45""，不能作为单一数值使用；Y78: 本分区该列没有表头，保留原值，未猜测字段含义；Z78: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B4h5","314175","0.1","25.4","6.51","0.01","6.5","1.1","1.1~1.2","≤0.45","4.8 ","5.6","1.1","27","20","","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","54.14 ","","","批量","常规","","","","","","","","","","","","Fin!A79:AA79","I79: Range of  fin  pitch     (Just for sample) 原文为 ""1.1~1.2""，不能作为单一数值使用；J79: R 原文为 ""≤0.45""，不能作为单一数值使用；Y79: 本分区该列没有表头，保留原值，未猜测字段含义；Z79: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B4n","314210","0.08","25.4","8.13","0.03","8.1","2.1","2.0-2.2","≤0.45","6.00 ","7","1.1","45","20","B4n-M001  Rev.S1","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","28.36 ","H1252","OK","批量","常规","","","","","","","","","","","","Fin!A80:AA80","I80: Range of  fin  pitch     (Just for sample) 原文为 ""2.0-2.2""，不能作为单一数值使用；J80: R 原文为 ""≤0.45""，不能作为单一数值使用；Y80: 本分区该列没有表头，保留原值，未猜测字段含义；Z80: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B4r","314220","0.09","25.4","7.62","0.02","7.6","1.25","1.2-1.3","≤0.45","5.5","6.3","1.14","30","18","B4r-M001  Rev.S0","","Available","","AA3003Mod-H15SR","(AA4343)10±3% for each side","47.65 ","","OK","批量","常规","","","","","","","","","","","","Fin!A81:AA81","I81: Range of  fin  pitch     (Just for sample) 原文为 ""1.2-1.3""，不能作为单一数值使用；J81: R 原文为 ""≤0.45""，不能作为单一数值使用；Y81: 本分区该列没有表头，保留原值，未猜测字段含义；Z81: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B4s","314230","0.08","25.4","8.13","0.03","8.1","2.54","","≤0.45","5.60 ","7","1.6","45","14","B4s-M001  Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","23.45 ","","OK","研发刀具","常规","","","","","","","","","","","","Fin!A82:AA82","I82: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J82: R 原文为 ""≤0.45""，不能作为单一数值使用；Y82: 本分区该列没有表头，保留原值，未猜测字段含义；Z82: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B4v","314250","0.09","25.4","8.11","0.01","8.1","1.1","1.1~1.2","≤0.45","6.2 ","7","1.1","27","20","B4V-M001  Rev.00","由B42-M001  更改而来","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","54.14 ","Thicker","OK","批量","常规","","","","","","","","","","","","Fin!A83:AA83","I83: Range of  fin  pitch     (Just for sample) 原文为 ""1.1~1.2""，不能作为单一数值使用；J83: R 原文为 ""≤0.45""，不能作为单一数值使用；Y83: 本分区该列没有表头，保留原值，未猜测字段含义；Z83: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B4w","314260","0.09","25.4","8.11","0.01","8.1","1.5","1.4-1.6","≤0.45","6.20 ","7","1.1","45","20","B4W-M001  Rev.00","由B49-M001   更改而来","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","39.71 ","Thicker","OK","批量","常规","1","","","","","","","","","","","Fin!A84:AA84","I84: Range of  fin  pitch     (Just for sample) 原文为 ""1.4-1.6""，不能作为单一数值使用；J84: R 原文为 ""≤0.45""，不能作为单一数值使用；Y84: 本分区该列没有表头，保留原值，未猜测字段含义；Z84: 本分区该列没有表头，保留原值，未猜测字段含义；AA84: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B4z","314290","0.1","25.4","8.13","0.03","8.1","5.9","","1.6","","6.5","1.6","45","14","B4z-M001  Rev.S0","","Available","","MOP-B01","","10.09 ","","","研发刀具","常规","","","","","","","","","","","","Fin!A85:AA85","I85: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；K85: Louver Length (Full) 原文为 空白，不能作为单一数值使用；Y85: 本分区该列没有表头，保留原值，未猜测字段含义；Z85: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B51","315010","0.08","12","8.13","0.03","8.1","1.4","1.3~1.5","0.45","5.8 ","7","1.5","40","6","B51-M001  Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","20.10 ","H1121","OK","批量","常规","","","","","","","","","","","","Fin!A86:AA86","I86: Range of  fin  pitch     (Just for sample) 原文为 ""1.3~1.5""，不能作为单一数值使用；Y86: 本分区该列没有表头，保留原值，未猜测字段含义；Z86: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B52","315020","0.08","12","11.45","0.05","11.4","1.8","1.7-1.9","≤0.45","9.00 ","10.1","1.5","45","6","B52-M001  Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","15.63 ","","","研发刀具","北美家用","","","","","","","","","","","","Fin!A87:AA87","I87: Range of  fin  pitch     (Just for sample) 原文为 ""1.7-1.9""，不能作为单一数值使用；J87: R 原文为 ""≤0.45""，不能作为单一数值使用；Y87: 本分区该列没有表头，保留原值，未猜测字段含义；Z87: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B53","315030","0.07","12","8.13","0.03","8.1","0.98","0.98-1.1","≤0.45","6.00 ","7","0.82","30","12","B53-M001  Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","28.71 ","","OK","批量","常规","","","","","","","","","","","","Fin!A88:AA88","I88: Range of  fin  pitch     (Just for sample) 原文为 ""0.98-1.1""，不能作为单一数值使用；J88: R 原文为 ""≤0.45""，不能作为单一数值使用；Y88: 本分区该列没有表头，保留原值，未猜测字段含义；Z88: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B531","315310","0.08","12","8.13","0.03","8.1","1.1","","≤0.45","6.20 ","7","0.82","30","12","B53-M001  Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","25.58 ","","OK","批量","常规","","","","","","","","","","","","Fin!A89:AA89","I89: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J89: R 原文为 ""≤0.45""，不能作为单一数值使用；Y89: 本分区该列没有表头，保留原值，未猜测字段含义；Z89: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B5301","315301","0.08","12","8.13","0.03","8.1","1.15","1.1-1.3","≤0.45","6.60 ","7.2","0.8","30","12","B53-M001  Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","24.47 ","","","批量","常规","","","","","","","","","","","","Fin!A90:AA90","I90: Range of  fin  pitch     (Just for sample) 原文为 ""1.1-1.3""，不能作为单一数值使用；J90: R 原文为 ""≤0.45""，不能作为单一数值使用；Y90: 本分区该列没有表头，保留原值，未猜测字段含义；Z90: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B54A","315041","0.08","12","11.43","0.03","11.4","1.2","","≤0.45","9.30 ","10","0.82","30","12","B54-M001  Rev.02","由B54-M001  Rev.01更改而来","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","23.45 ","","OK","研发刀具","","","","","","","","","","","","","Fin!A91:AA91","I91: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J91: R 原文为 ""≤0.45""，不能作为单一数值使用；Y91: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B56","315060","0.07","12","8.13","0.03","8.1","1.2","","≤0.45","5.80 ","7","1.2","45","8","B56-M001  Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","23.45 ","","OK","批量","常规","1","","","","","","","","","","","Fin!A92:AA92","I92: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J92: R 原文为 ""≤0.45""，不能作为单一数值使用；Y92: 本分区该列没有表头，保留原值，未猜测字段含义；Z92: 本分区该列没有表头，保留原值，未猜测字段含义；AA92: 本分区该列没有表头，保留原值，未猜测字段含义"
